********************************************************************************
Obsolete PIO Core v6.1.18 is used (previous was 6.1.19)
Please remove multiple PIO Cores from a system:
https://docs.platformio.org/en/latest/core/installation/troubleshooting.html
********************************************************************************
--- Terminal on /dev/ttyUSB0 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H

0,32665600
0,33797632
0,33750528
0,33548288
0,33277952
0,33284096
0,32589312
0,32296448
0,31132672
0,31680512
0,31676416
0,32458240
0,32594432
0,32092160
0,32053760
[I] StreamCopy.h : 185 - StreamCopy::copy  1024 -> 1024 -> 1024 bytes - in 1 hops
1,-12630016
1,-12587008
1,-13355008
1,-12495360
1,-14329344
1,-13585920
1,-14417408
1,-14555136
1,-14170624
1,-16140800
1,-15784960
1,-16927232
1,-17705472
1,-17254912
1,-19779072
1,-19293184
1,-18390528
1,-17978368
1,-18153984
1,-19450880
1,-19240960
1,-19981824
1,-20263424
1,-20225024
1,-20154368
1,-20175872
1,-18985472
1,-18101248
1,-19347968
1,-19276288
1,-18518528
1,-19390976
1,-19448832
1,-20546048
1,-20133888
1,-20646912
1,-19422208
1,-19237376
1,-19894272
1,-20043264
1,-21343232
1,-20877312
1,-21575168
1,-22377984
1,-22868992
1,-21595648
1,-21309440
1,-21916672
1,-22399488
1,-22281728
1,-21092352
1,-19969536
1,-19849216
1,-20826112
1,-21077504
1,-19250176
1,-20335616
1,-20812800
1,-20751360
1,-19774976
1,-19680256
1,-19666432
1,-16877056
1,-18126848
1,-17195008
1,-19675648
1,-21224448
1,-22338048
1,-23984128
1,-25816064
1,-27520000
1,-28018688
1,-26165248
1,-25382400
1,-24214528
1,-22663680
1,-23221248
1,-23805952
1,-25558528
1,-25118208
1,-24704512
1,-24948224
1,-24566272
1,-24635904
1,-24845824
1,-24178688
1,-24933888
1,-25686016
1,-25201664
1,-23948288
1,-24564736
1,-25079808
1,-27085312
1,-26835456
1,-27324416
1,-26917376
1,-27386368
1,-27714560
1,-29046784
1,-29254144
1,-30445568
1,-32100352
1,-31948800
1,-30667264
1,-30694400
1,-30580736
1,-31005184
1,-29931008
1,-29843456
1,-28698112
1,-27025408
1,-27431936
1,-25668096
1,-26038784
1,-25271808
1,-26177024
1,-22769152
1,-22783488
1,-24598016
1,-25064960
1,-26789376
1,-27553792
1,-26095104
1,-28484096
1,-29150208
1,-27995136
1,-27739136
1,-27591680
[I] StreamCopy.h : 185 - StreamCopy::copy  1024 -> 1024 -> 1024 bytes - in 1 hops
1,-1292800
1,-379904
1,-1531392
1,-580096
1,-24576
1,-773120
1,-138752
1,-932352
1,-1683968
1,-1220096
1,-1924608
1,-2171392
1,-1279488
1,-1587200
1,-1558528
1,-958976
1,-1232384
1,-1476096
1,-1539584
1,-1752064
1,-2344960
1,-2533376
1,-2469888
1,-3701248
1,-3687424
1,-2079744
1,-3756544
1,-2962944
1,-3778560
1,-4511744
1,-3089920
1,-4557312
1,-4792320
1,-6021120
1,-6438400
1,-4871680
1,-5016064
1,-5936640
1,-6064640
1,-6299136
1,-7010304
1,-5421568
1,-5818368
1,-5828608
1,-5553152
1,-5448192
1,-5446656
1,-4942336
1,-4248576
1,-4452864
1,-4504576
1,-4314624
1,-4968448
1,-5710336
1,-5675520
1,-6628352
1,-5873152
1,-6526464
1,-6394880
1,-6881792
1,-6135808
1,-6425600
1,-7941632
1,-7930368
1,-8203264
1,-8819712
1,-8817664
1,-9254400
1,-9218048
1,-8553472
1,-8539136
1,-9518592
1,-9551360
1,-9317376
1,-9528320
1,-9053696
1,-9487360
1,-8897024
1,-8462336
1,-9033728
1,-8242688
1,-8434176
1,-8728064
1,-8405504
1,-9114112
1,-8967168
1,-9498624
1,-9025024
1,-9155072
1,-10332672
1,-9954304
1,-10638848
1,-9703424
1,-9860608
1,-10950144
1,-11254784
1,-11545088
1,-12602880
1,-11987968
1,-11869696
1,-13346816
1,-11620352
1,-11968000
1,-12893184
1,-13840896
1,-13082112
1,-13666304
1,-13896704
1,-13230080
1,-13585920
1,-12999680
1,-12413952
1,-12845568
1,-13425664
1,-13082624
1,-13730304
1,-13722112
1,-14329856
1,-14262272
1,-14221824
1,-13548032
1,-13592064
1,-13642240
1,-13802496
1,-13531136
1,-15188480
1,-14196224
1,-15190016
[I] StreamCopy.h : 185 - StreamCopy::copy  1024 -> 1024 -> 1024 bytes - in 1 hops
0,2747392
0,2509824
0,2949632
0,2919936
0,2635776
0,2368512
0,2482176
0,2834432
0,2663936
0,3246592
0,3186688
0,3983872
0,4317696
0,4329984
0,4608512
0,4690944
0,4274176
0,3883008
0,3158528
0,3845120
0,3109376
0,3971072
0,3606016
0,3240448
0,4575232
0,4967424
0,5460480
0,5725696
0,5575680
0,5377024
0,4900864
0,4231168
0,3982336
0,3509760
0,3957760
0,4103168
0,4255232
0,5117440
